Gene_ID	KO_ID	Description	Pathway	Pathway Function	Major_Group
evm.model.CP144690.1_RagTag.281	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.3062	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.101	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.2165	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.2164	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1772	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1773	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1190	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1702	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.393	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.52	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.4681	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.825	K01728	pel; pectate lyase [EC:4.2.2.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.2422	K01728	pel; pectate lyase [EC:4.2.2.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.1915	K01728	pel; pectate lyase [EC:4.2.2.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.577	K01728	pel; pectate lyase [EC:4.2.2.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.502	K01728	pel; pectate lyase [EC:4.2.2.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2971	K01728	pel; pectate lyase [EC:4.2.2.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3452	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.3588	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.3757	K01213	E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.2930	K01213	E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.3756	K01213	E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.3952	K01213	E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.3155	K01213	E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1427	K01195	uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.3423	K01195	uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3100	K14756	KL; klotho [EC:3.2.1.31]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.369	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.2347	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.385	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.384	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2031	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2026	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2791	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1660	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2256	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.1090	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.721	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.199	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.3631	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.59	K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2645	K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.686	K01783	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.4254	K00854	xylB, XYLB; xylulokinase [EC:2.7.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3337	K00854	xylB, XYLB; xylulokinase [EC:2.7.1.17]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2407	K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1053	K00875	rbtK, FGGY; D-ribulokinase [EC:2.7.1.47]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3216	K22935	XK1, psk; D-ribulokinase [EC:2.7.1.47]	Pentose and glucuronate interconversions	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1707	K19355	MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.3472	K00847	E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144698.1_RagTag.859	K00847	E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144701.1_RagTag.89	K01809	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.781	K00966	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2310	K01711	gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.1118	K00976	FPGT; fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.contig_1408.1	K05305	FUK; fucokinase [EC:2.7.1.52]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3388	K00844	HK; hexokinase [EC:2.7.1.1]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.1956	K00844	HK; hexokinase [EC:2.7.1.1]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144689.1_RagTag.106	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.2993	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.851	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.231	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1502	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2832	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2463	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3351	K21071	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.374	K00895	pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.2837	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.307	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.3216	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.1294	K19028	PFKFB1; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2407	K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1121	K17742	SOU1; sorbose reductase [EC:1.1.1.289]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.contig_3112.4	K17742	SOU1; sorbose reductase [EC:1.1.1.289]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.249	K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3259	K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2829	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.409	K01803	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2049	K01803	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1668	K24204	hxpB; mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]	Fructose and mannose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.881	K01785	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.662	K01785	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2153	K01785	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.232	K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.contig_2065.5	K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.contig_4144.2	K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144689.1_RagTag.5	K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3407	K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1489	K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.5931	K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.3222	K01835	pgm; phosphoglucomutase [EC:5.4.2.2]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.1263	K15779	PGM2; phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1828	K15779	PGM2; phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3388	K00844	HK; hexokinase [EC:2.7.1.1]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.1956	K00844	HK; hexokinase [EC:2.7.1.1]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.3137	K18819	GOLS; inositol 3-alpha-galactosyltransferase [EC:2.4.1.123]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.2592	K18819	GOLS; inositol 3-alpha-galactosyltransferase [EC:2.4.1.123]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.247	K06617	E2.4.1.82; raffinose synthase [EC:2.4.1.82]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2529	K06617	E2.4.1.82; raffinose synthase [EC:2.4.1.82]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.896	K06617	E2.4.1.82; raffinose synthase [EC:2.4.1.82]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.1891	K06617	E2.4.1.82; raffinose synthase [EC:2.4.1.82]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144698.1_RagTag.2133	K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144689.1_RagTag.106	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.2993	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.851	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.231	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1502	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2832	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2463	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3351	K21071	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.3864	K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3525	K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1928	K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.98	K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.2607	K06611	E2.4.1.67; stachyose synthetase [EC:2.4.1.67]	Galactose metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.721	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.199	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.3631	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.369	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.2347	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.385	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.384	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2031	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2026	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2791	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Ascorbate and aldarate metabolism	09101 Carbohydrate metabolism	09100 Metabolism
