Gene_Name	GO_ID	GO_Name	GO_Annotation	GO_Aspect
evm.model.CP144695.1_RagTag.3216	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144692.1_RagTag.3716	GO:0008285	negative regulation of cell population proliferation	Any process that stops, prevents or reduces the rate or extent of cell proliferation.	biological_process
evm.model.CP144695.1_RagTag.1812	GO:0019005	SCF ubiquitin ligase complex	A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1).	cellular_component
evm.model.CP144695.1_RagTag.2319	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.	molecular_function
evm.model.CP144690.1_RagTag.2620	GO:0000243	commitment complex	A spliceosomal complex that is formed by association of the U1 snRNP with the 5' splice site of an unspliced intron in an RNA transcript.	cellular_component
evm.model.CP144700.1_RagTag.5725	GO:0071486	cellular response to high light intensity	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a high light intensity stimulus.	biological_process
evm.model.CP144700.1_RagTag.5628	GO:0016788	hydrolase activity, acting on ester bonds	Catalysis of the hydrolysis of any ester bond.	molecular_function
evm.model.CP144699.1_RagTag.4032	GO:0048364	root development	The process whose specific outcome is the progression of the root over time, from its formation to the mature structure. The root is the water- and mineral-absorbing part of a plant which is usually underground, does not bear leaves, tends to grow downwards and is typically derived from the radicle of the embryo.	biological_process
evm.model.CP144694.1_RagTag.2130	GO:0003700	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
evm.model.CP144695.1_RagTag.306	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144692.1_RagTag.2535	GO:0006486	protein glycosylation	A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins.	biological_process
evm.model.contig_2409.8	GO:0004190	aspartic-type endopeptidase activity	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile.	molecular_function
evm.model.CP144691.1_RagTag.241	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144698.1_RagTag.511	GO:0005515	protein binding	Binding to a protein.	molecular_function
evm.model.contig_1041.2	GO:0005388	P-type calcium transporter activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + Ca2+(in) = ADP + phosphate + Ca2+(out).	molecular_function
evm.model.CP144696.1_RagTag.1260	GO:0000910	cytokinesis	The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells.	biological_process
evm.model.CP144690.1_RagTag.4059	GO:0043531	ADP binding	Binding to ADP, adenosine 5'-diphosphate.	molecular_function
evm.model.CP144698.1_RagTag.2043	GO:0003676	nucleic acid binding	Binding to a nucleic acid.	molecular_function
evm.model.CP144694.1_RagTag.3418	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144691.1_RagTag.1957	GO:0070042	rRNA (uridine-N3-)-methyltransferase activity	Catalysis of the reaction: S-adenosyl-L-methionine + rRNA = S-adenosyl-L-homocysteine + rRNA containing N3-methyluridine.	molecular_function
evm.model.CP144691.1_RagTag.855	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
evm.model.contig_1603.4	GO:0048364	root development	The process whose specific outcome is the progression of the root over time, from its formation to the mature structure. The root is the water- and mineral-absorbing part of a plant which is usually underground, does not bear leaves, tends to grow downwards and is typically derived from the radicle of the embryo.	biological_process
evm.model.CP144700.1_RagTag.1887	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.	molecular_function
evm.model.CP144695.1_RagTag.1429	GO:0016567	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	biological_process
evm.model.CP144699.1_RagTag.4087	GO:0005509	calcium ion binding	Binding to a calcium ion (Ca2+).	molecular_function
evm.model.CP144697.1_RagTag.2201	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.	molecular_function
evm.model.CP144694.1_RagTag.744	GO:0003333	amino acid transmembrane transport	The process in which an amino acid is transported across a membrane.	biological_process
evm.model.CP144699.1_RagTag.3905	GO:0005524	ATP binding	Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.	molecular_function
evm.model.CP144694.1_RagTag.3556	GO:0008289	lipid binding	Binding to a lipid.	molecular_function
evm.model.CP144691.1_RagTag.884	GO:1900150	regulation of defense response to fungus	Any process that modulates the frequency, rate or extent of defense response to fungus.	biological_process
evm.model.CP144695.1_RagTag.1878	GO:0003954	NADH dehydrogenase activity	Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor.	molecular_function
evm.model.CP144692.1_RagTag.1357	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.	biological_process
evm.model.CP144695.1_RagTag.792	GO:0048544	recognition of pollen	A cell recognition process in which pollen is recognized and either accepted or rejected by cells in the stigma.	biological_process
evm.model.CP144691.1_RagTag.3237	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).	molecular_function
evm.model.CP144694.1_RagTag.64	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144693.1_RagTag.2155	GO:0001727	lipid kinase activity	Catalysis of the phosphorylation of a simple or complex lipid.	molecular_function
evm.model.CP144697.1_RagTag.1543	GO:0003714	transcription corepressor activity	A transcription coregulator activity that represses or decreases the transcription of specific gene sets via binding to a DNA-binding transcription factor at a specific genomic locus, either on its own or as part of a complex. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription corepressors modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators.	molecular_function
evm.model.CP144700.1_RagTag.4531	GO:0003700	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
